1886.6570290320385,25
1783.5360094914204,23
1750.5151512043926,23
1712.9528652952704,22
1712.9528652952704,22
1683.6736428144775,21
1676.0161834260334,21
1633.352165801715,20
1569.1555079840477,18
1569.1555079840477,18
1569.1555079840477,18
1569.1555079840477,18
1569.1555079840477,18
1569.1555079840477,18
1546.521173981028,18
1483.5590709381147,17
1483.5590709381147,17
1483.5590709381147,17
1468.5651436848736,15
1426.889031182196,18
1426.889031182196,18
1426.889031182196,18
1426.889031182196,18
1426.889031182196,18
1402.4936194769732,14
1363.076978094486,15
1293.6703906556254,14
1224.155063151987,13
1224.155063151987,13
1224.155063151987,13
1224.155063151987,13
1224.155063151987,13
1181.4728299170358,13
1181.4728299170358,13
1181.4728299170358,13
1181.4728299170358,13
1181.4728299170358,13
1181.4728299170358,13
1181.4728299170358,13
1162.0749535115842,12
1162.0749535115842,12
1151.9686901345963,12
1151.9686901345963,12
1122.579978445905,11
1122.579978445905,11
1122.579978445905,11
1090.0944715380483,10
1090.0944715380483,10
1090.0944715380483,10
1090.0944715380483,10
1090.0944715380483,10
1077.002962689503,9
1077.002962689503,9
1077.002962689503,9
1077.002962689503,9
1077.002962689503,9
1077.002962689503,9
1077.002962689503,9
1067.532228182928,10
1042.9762655080588,9
1036.8523785025823,9
1017.7371455790644,10
1017.7371455790644,10
1017.7371455790644,10
1013.1011772171677,8
990.4093578347386,9
985.8691001183768,9
980.7739528898314,9
967.135217789522,8
929.9403129237925,8
929.9403129237925,8
929.9403129237925,8
929.9403129237925,8
912.2013324012999,8
912.2013324012999,8
912.2013324012999,8
912.2013324012999,8
912.2013324012999,8
912.2013324012999,8
893.4912474326808,8
893.4912474326808,8
873.188612733793,6
873.188612733793,6
873.188612733793,6
873.188612733793,6
873.188612733793,6
873.188612733793,6
873.188612733793,6
873.188612733793,6
873.188612733793,6
857.1213220067344,5
857.1213220067344,5
840.7243831718398,5
836.838509199517,5
836.838509199517,5
835.8672736752131,5
835.8672736752131,5
835.3921349833806,7
829.4974226223554,6
829.4974226223554,6
829.4974226223554,6
770.2368848102052,5
770.2368848102052,5
761.8572662738515,5
761.8572662738515,5
761.8572662738515,5
761.8572662738515,5
753.0352820222938,5
753.0352820222938,5
753.0352820222938,5
753.0352820222938,5
693.0984966372725,5
693.0984966372725,5
693.0984966372725,5
690.2882469613659,5
